work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,residencia_iso3
2025.0,MI,FT,Data Engineer,130000,USD,130000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,180000,USD,180000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,75000,USD,75000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,358800,PLN,88157,PL,100,PL,M,POL
2025.0,SE,FT,Data Engineer,274800,PLN,67518,PL,100,PL,M,POL
2025.0,SE,FT,Data Engineer,176000,USD,176000,DE,0,DE,M,DEU
2025.0,SE,FT,Data Engineer,77500,USD,77500,DE,0,DE,M,DEU
2025.0,MI,FT,Data Engineer,198000,USD,198000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,86800,USD,86800,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,234000,USD,234000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,117000,USD,117000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,352524,USD,352524,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,211514,USD,211514,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,176200,USD,176200,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,93400,USD,93400,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,110000,USD,110000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,100000,USD,100000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,218750,USD,218750,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,91000,USD,91000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,140000,USD,140000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,86350,USD,86350,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,234000,USD,234000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,146000,USD,146000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,80000,USD,80000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,31200,EUR,32842,SK,0,SK,M,SVK
2025.0,MI,FT,Data Engineer,19200,EUR,20210,SK,0,SK,M,SVK
2025.0,EN,FT,Data Engineer,45000,GBP,56962,GB,0,GB,M,GBR
2025.0,EN,FT,Data Engineer,42000,GBP,53164,GB,0,GB,M,GBR
2025.0,SE,FT,Data Engineer,331200,USD,331200,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,139900,USD,139900,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,220700,USD,220700,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,193400,USD,193400,US,0,US,M,USA
2025.0,EN,FT,Data Engineer,25000,GBP,31645,GB,0,GB,M,GBR
2025.0,EN,FT,Data Engineer,25000,GBP,31645,GB,0,GB,M,GBR
2025.0,EN,FT,Data Engineer,39600,EUR,41684,FI,0,FI,M,FIN
2025.0,EN,FT,Data Engineer,39600,EUR,41684,FI,0,FI,M,FIN
2025.0,SE,FT,Data Engineer,134522,USD,134522,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,75504,USD,75504,US,100,US,M,USA
2025.0,EN,FT,Data Engineer,138000,USD,138000,US,0,US,M,USA
2025.0,EN,FT,Data Engineer,120900,USD,120900,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,148000,USD,148000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,42000,USD,42000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,161000,USD,161000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,46000,USD,46000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,148000,USD,148000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,42000,USD,42000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,170000,USD,170000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,48000,USD,48000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,127112,USD,127112,AU,0,AU,M,AUS
2025.0,MI,FT,Data Engineer,113377,USD,113377,AU,0,AU,M,AUS
2025.0,SE,FT,Data Engineer,223900,USD,223900,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,135700,USD,135700,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,180200,USD,180200,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,147472,USD,147472,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,140000,USD,140000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,85000,USD,85000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,253200,USD,253200,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,174500,USD,174500,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,189000,USD,189000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,97000,USD,97000,US,100,US,M,USA
2025.0,EX,FT,Data Engineer,140000,GBP,177215,GB,0,GB,M,GBR
2025.0,EX,FT,Data Engineer,120000,GBP,151898,GB,0,GB,M,GBR
2025.0,SE,FT,Data Engineer,172800,USD,172800,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,100800,USD,100800,US,0,US,M,USA
2025.0,EN,FT,Data Engineer,185000,USD,185000,US,0,US,L,USA
2025.0,EN,FT,Data Engineer,91200,USD,91200,US,0,US,L,USA
2025.0,SE,FT,Data Engineer,189615,USD,189615,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,122219,USD,122219,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,191500,USD,191500,AU,0,AU,M,AUS
2025.0,SE,FT,Data Engineer,159800,USD,159800,AU,0,AU,M,AUS
2025.0,SE,FT,Data Engineer,180000,USD,180000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,115000,USD,115000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,200000,USD,200000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,150000,USD,150000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,200000,USD,200000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,150000,USD,150000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,245400,USD,245400,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,135800,USD,135800,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,200000,USD,200000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,52000,GBP,65822,GB,0,GB,M,GBR
2025.0,MI,FT,Data Engineer,38000,GBP,48101,GB,0,GB,M,GBR
2025.0,MI,FT,Data Engineer,178000,USD,178000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,124000,USD,124000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,115000,USD,115000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,90000,USD,90000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,220700,USD,220700,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,175800,USD,175800,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,152000,USD,152000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,95700,USD,95700,US,100,US,M,USA
2025.0,MI,FT,Data Engineer,154500,USD,154500,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,100500,USD,100500,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,140820,USD,140820,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,126740,USD,126740,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,203900,USD,203900,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,138900,USD,138900,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,123860,USD,123860,US,100,US,M,USA
2025.0,MI,FT,Data Engineer,86500,USD,86500,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,253000,USD,253000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,176000,USD,176000,US,0,US,M,USA
2025.0,EX,FT,Data Engineer,140000,GBP,177215,GB,0,GB,M,GBR
2025.0,EX,FT,Data Engineer,120000,GBP,151898,GB,0,GB,M,GBR
2025.0,EN,FT,Data Engineer,185000,USD,185000,US,0,US,L,USA
2025.0,EN,FT,Data Engineer,91200,USD,91200,US,0,US,L,USA
2025.0,SE,FT,Data Engineer,200000,USD,200000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,145000,USD,145000,US,100,US,M,USA
2025.0,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,100000,USD,100000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,78810,GBP,99759,GB,0,GB,M,GBR
2025.0,SE,FT,Data Engineer,70929,GBP,89783,GB,0,GB,M,GBR
2025.0,MI,FT,Data Engineer,164100,USD,164100,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,138590,USD,138590,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,48500,EUR,51052,IT,0,IT,M,ITA
2025.0,MI,FT,Data Engineer,38500,EUR,40526,IT,0,IT,M,ITA
2025.0,MI,FT,Data Engineer,40000,EUR,42105,IT,0,IT,M,ITA
2025.0,MI,FT,Data Engineer,30000,EUR,31578,IT,0,IT,M,ITA
2025.0,EN,FT,Data Engineer,50000,GBP,63291,GB,0,GB,M,GBR
2025.0,EN,FT,Data Engineer,48000,GBP,60759,GB,0,GB,M,GBR
2025.0,SE,FT,Data Engineer,79000,GBP,100000,GB,0,GB,M,GBR
2025.0,SE,FT,Data Engineer,64000,GBP,81012,GB,0,GB,M,GBR
2025.0,SE,FT,Data Engineer,118800,USD,118800,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,84800,USD,84800,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,42000,EUR,44210,IN,0,IN,M,IND
2025.0,MI,FT,Data Engineer,34800,EUR,36631,IN,0,IN,M,IND
2025.0,SE,FT,Data Engineer,144082,USD,144082,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,96059,USD,96059,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,120000,USD,120000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,90000,USD,90000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,175800,USD,175800,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,117200,USD,117200,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,130000,USD,130000,US,100,US,M,USA
2025.0,MI,FT,Data Engineer,110058,USD,110058,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,250000,USD,250000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,124000,USD,124000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,140000,USD,140000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,130000,USD,130000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,318750,USD,318750,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,301750,USD,301750,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,143500,USD,143500,US,100,US,M,USA
2025.0,MI,FT,Data Engineer,103500,USD,103500,US,100,US,M,USA
2025.0,MI,FT,Data Engineer,140550,USD,140550,US,100,US,M,USA
2025.0,MI,FT,Data Engineer,94815,USD,94815,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,62728,GBP,79402,GB,0,GB,M,GBR
2025.0,SE,FT,Data Engineer,46735,GBP,59158,GB,0,GB,M,GBR
2025.0,MI,FT,Data Engineer,129851,USD,129851,CA,0,CA,M,CAN
2025.0,MI,FT,Data Engineer,101539,USD,101539,CA,0,CA,M,CAN
2025.0,SE,FT,Data Engineer,237100,USD,237100,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,118094,USD,118094,US,100,US,M,USA
2025.0,EN,FT,Data Engineer,67200,EUR,70736,NL,0,NL,M,NLD
2025.0,EN,FT,Data Engineer,52608,EUR,55376,NL,0,NL,M,NLD
2025.0,MI,CT,Data Engineer,36000,USD,36000,PH,100,PH,M,PHL
2025.0,MI,CT,Data Engineer,30000,USD,30000,PH,100,PH,M,PHL
2025.0,SE,FT,Data Engineer,195000,USD,195000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,138900,USD,138900,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,133600,USD,133600,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,93500,USD,93500,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,83000,EUR,87368,EE,0,EE,M,EST
2025.0,SE,FT,Data Engineer,65000,EUR,68421,EE,0,EE,M,EST
2025.0,SE,FT,Data Engineer,234000,USD,234000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,124800,USD,124800,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,180500,USD,180500,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,120300,USD,120300,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,220000,USD,220000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,146600,USD,146600,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,129851,USD,129851,CA,0,CA,M,CAN
2025.0,MI,FT,Data Engineer,101539,USD,101539,CA,0,CA,M,CAN
2025.0,MI,FT,Data Engineer,242000,USD,242000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,173000,USD,173000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,2541500,INR,30052,IN,0,IN,M,IND
2025.0,MI,FT,Data Engineer,1524900,INR,18031,IN,0,IN,M,IND
2025.0,SE,FT,Data Engineer,181000,USD,181000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,144200,USD,144200,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,83000,EUR,87368,EE,0,EE,M,EST
2025.0,SE,FT,Data Engineer,65000,EUR,68421,EE,0,EE,M,EST
2025.0,MI,FT,Data Engineer,242000,USD,242000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,173000,USD,173000,US,0,US,M,USA
2025.0,EN,FT,Data Engineer,26000,GBP,32911,GB,0,GB,M,GBR
2025.0,EN,FT,Data Engineer,24000,GBP,30379,GB,0,GB,M,GBR
2025.0,EN,FT,Data Engineer,55308,EUR,58218,AT,0,AT,M,AUT
2025.0,EN,FT,Data Engineer,55308,EUR,58218,AT,0,AT,M,AUT
2025.0,SE,FT,Data Engineer,223400,USD,223400,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,96800,USD,96800,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,140000,USD,140000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,100000,USD,100000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,181000,USD,181000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,144200,USD,144200,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,115824,USD,115824,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,77216,USD,77216,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,153595,USD,153595,US,100,US,M,USA
2025.0,MI,FT,Data Engineer,97000,USD,97000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,173300,USD,173300,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,86700,USD,86700,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,168000,USD,168000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,102000,USD,102000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,121400,USD,121400,US,100,US,M,USA
2025.0,MI,FT,Data Engineer,89000,USD,89000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,170000,USD,170000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,164450,USD,164450,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,119600,USD,119600,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,159000,USD,159000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,129000,USD,129000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,220881,USD,220881,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,151535,USD,151535,US,100,US,M,USA
2025.0,MI,FT,Data Engineer,78000,USD,78000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,52000,USD,52000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,141000,USD,141000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,61900,USD,61900,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,209100,USD,209100,US,0,US,L,USA
2025.0,SE,FT,Data Engineer,154600,USD,154600,US,0,US,L,USA
2025.0,SE,FT,Data Engineer,202560,USD,202560,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,135040,USD,135040,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,188640,USD,188640,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,125760,USD,125760,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,148800,USD,148800,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,112000,USD,112000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,148800,USD,148800,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,112000,USD,112000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,148800,USD,148800,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,112000,USD,112000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,78810,GBP,99759,GB,0,GB,M,GBR
2025.0,SE,FT,Data Engineer,70929,GBP,89783,GB,0,GB,M,GBR
2025.0,MI,FT,Data Engineer,53100,GBP,67215,GB,0,GB,M,GBR
2025.0,MI,FT,Data Engineer,47790,GBP,60493,GB,0,GB,M,GBR
2025.0,SE,FT,Data Engineer,106400,GBP,134683,GB,0,GB,M,GBR
2025.0,SE,FT,Data Engineer,90440,GBP,114481,GB,0,GB,M,GBR
2025.0,MI,FT,Data Engineer,140000,USD,140000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,99700,USD,99700,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,130000,USD,130000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,90000,USD,90000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,233800,USD,233800,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,204900,USD,204900,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,220700,USD,220700,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,175800,USD,175800,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,231400,USD,231400,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,132200,USD,132200,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,165000,USD,165000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,145000,USD,145000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,240000,USD,240000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,160000,USD,160000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,130000,USD,130000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,170000,USD,170000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M,USA
2025.0,EN,FT,Data Engineer,150000,USD,150000,US,0,US,M,USA
2025.0,EN,FT,Data Engineer,100000,USD,100000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,195500,USD,195500,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,144500,USD,144500,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,150200,USD,150200,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,113547,USD,113547,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,147500,USD,147500,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,78900,USD,78900,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,188640,USD,188640,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,125760,USD,125760,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,225000,USD,225000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,150000,USD,150000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,160300,USD,160300,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,110400,USD,110400,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,205000,USD,205000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,120000,USD,120000,US,100,US,M,USA
2025.0,MI,FT,Data Engineer,169000,USD,169000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,132000,USD,132000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,240000,USD,240000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,190000,USD,190000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,221800,USD,221800,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,120500,USD,120500,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,63000,USD,63000,AR,100,AR,M,ARG
2025.0,SE,FT,Data Engineer,58200,USD,58200,AR,100,AR,M,ARG
2025.0,MI,FT,Data Engineer,180000,USD,180000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,160000,USD,160000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,170100,USD,170100,CA,100,CA,M,CAN
2025.0,SE,FT,Data Engineer,125800,USD,125800,CA,100,CA,M,CAN
2025.0,SE,FT,Data Engineer,171148,USD,171148,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,125115,USD,125115,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,198891,USD,198891,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,159113,USD,159113,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,220000,USD,220000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,160000,USD,160000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,208800,USD,208800,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,98300,USD,98300,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,170000,USD,170000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,153300,USD,153300,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,60000,GBP,75949,GB,0,GB,M,GBR
2025.0,SE,FT,Data Engineer,50000,GBP,63291,GB,0,GB,M,GBR
2025.0,EN,FT,Data Engineer,46000,EUR,48421,AT,0,AT,M,AUT
2025.0,EN,FT,Data Engineer,44500,EUR,46842,AT,0,AT,M,AUT
2025.0,SE,FT,Data Engineer,57500,EUR,60526,DE,0,DE,M,DEU
2025.0,SE,FT,Data Engineer,55000,EUR,57894,DE,0,DE,M,DEU
2025.0,SE,FT,Data Engineer,57500,EUR,60526,AT,0,AT,M,AUT
2025.0,SE,FT,Data Engineer,55000,EUR,57894,AT,0,AT,M,AUT
2025.0,SE,FT,Data Engineer,178200,USD,178200,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,118800,USD,118800,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,170000,USD,170000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,115000,USD,115000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,86000,USD,86000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,80000,USD,80000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,230000,USD,230000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,180000,USD,180000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,157200,USD,157200,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,75600,USD,75600,US,0,US,M,USA
2025.0,EX,FT,Data Engineer,144600,USD,144600,US,0,US,M,USA
2025.0,EX,FT,Data Engineer,96400,USD,96400,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,133875,USD,133875,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,78750,USD,78750,US,100,US,M,USA
2025.0,MI,FT,Data Engineer,194500,USD,194500,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,108800,USD,108800,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,173000,USD,173000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,84000,USD,84000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,198100,USD,198100,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,162100,USD,162100,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,251250,USD,251250,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,120750,USD,120750,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,150000,USD,150000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,125000,USD,125000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,90000,USD,90000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,297000,USD,297000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,138000,USD,138000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,228000,USD,228000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,200000,USD,200000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,228000,USD,228000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,200000,USD,200000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,190000,USD,190000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,190000,USD,190000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,160000,USD,160000,US,100,US,M,USA
2025.0,MI,FT,Data Engineer,178800,USD,178800,US,0,US,L,USA
2025.0,MI,FT,Data Engineer,134814,USD,134814,US,0,US,L,USA
2025.0,MI,FT,Data Engineer,205600,USD,205600,US,0,US,L,USA
2025.0,MI,FT,Data Engineer,118900,USD,118900,US,0,US,L,USA
2025.0,EX,FT,Data Engineer,333720,USD,333720,US,0,US,M,USA
2025.0,EX,FT,Data Engineer,222480,USD,222480,US,0,US,M,USA
2025.0,EX,FT,Data Engineer,273000,USD,273000,US,0,US,M,USA
2025.0,EX,FT,Data Engineer,182000,USD,182000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,202560,USD,202560,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,135040,USD,135040,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,170000,USD,170000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,135000,USD,135000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,155000,USD,155000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,140000,USD,140000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,220700,USD,220700,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,175800,USD,175800,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,240900,USD,240900,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,129940,USD,129940,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,149200,USD,149200,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,140000,USD,140000,US,0,US,M,USA
2025.0,SE,FT,Data Engineer,127000,USD,127000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,160000,USD,160000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,130000,USD,130000,US,0,US,M,USA
2025.0,MI,FT,Data Engineer,140000,USD,140000,US,100,US,M,USA
2025.0,MI,FT,Data Engineer,100000,USD,100000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,165000,USD,165000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,125000,USD,125000,US,100,US,M,USA
2025.0,SE,FT,Data Engineer,52000,EUR,54736,FR,0,FR,M,FRA
2025.0,SE,FT,Data Engineer,52000,EUR,54736,FR,0,FR,M,FRA
2025.0,SE,FT,Data Engineer,70000,GBP,88607,GB,0,GB,M,GBR
2025.0,SE,FT,Data Engineer,50060,GBP,63367,GB,0,GB,M,GBR
